model,method,run,TP,FP,TN,FN,n_states,n_attractors,n_min_trap,update_scheme
n010_083.bnet,random_mc,20,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,21,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,22,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,23,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,24,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,25,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,26,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,27,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,28,3,0,61,0,64,3,3,asynchronous
n010_083.bnet,random_mc,29,3,0,61,0,64,3,3,asynchronous
n010_084.bnet,sd_mc,,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,null_mc,,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,ref,,1,511,0,0,512,1,1,asynchronous
n010_084.bnet,random_mc,0,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,1,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,2,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,3,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,4,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,5,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,6,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,7,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,8,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,9,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,10,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,11,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,12,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,13,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,14,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,15,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,16,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,17,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,18,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,19,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,20,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,21,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,22,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,23,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,24,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,25,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,26,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,27,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,28,1,0,511,0,512,1,1,asynchronous
n010_084.bnet,random_mc,29,1,0,511,0,512,1,1,asynchronous
n010_085.bnet,sd_mc,,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,null_mc,,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,ref,,4,124,0,0,128,4,4,asynchronous
n010_085.bnet,random_mc,0,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,1,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,2,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,3,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,4,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,5,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,6,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,7,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,8,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,9,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,10,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,11,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,12,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,13,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,14,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,15,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,16,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,17,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,18,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,19,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,20,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,21,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,22,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,23,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,24,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,25,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,26,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,27,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,28,4,0,124,0,128,4,4,asynchronous
n010_085.bnet,random_mc,29,4,0,124,0,128,4,4,asynchronous
n010_086.bnet,sd_mc,,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,null_mc,,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,ref,,1,63,0,0,64,1,1,asynchronous
n010_086.bnet,random_mc,0,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,1,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,2,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,3,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,4,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,5,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,6,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,7,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,8,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,9,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,10,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,11,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,12,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,13,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,14,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,15,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,16,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,17,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,18,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,19,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,20,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,21,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,22,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,23,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,24,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,25,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,26,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,27,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,28,1,0,63,0,64,1,1,asynchronous
n010_086.bnet,random_mc,29,1,0,63,0,64,1,1,asynchronous
n010_088.bnet,sd_mc,,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,null_mc,,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,ref,,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,0,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,1,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,2,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,3,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,4,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,5,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,6,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,7,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,8,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,9,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,10,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,11,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,12,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,13,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,14,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,15,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,16,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,17,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,18,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,19,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,20,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,21,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,22,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,23,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,24,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,25,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,26,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,27,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,28,48,16,0,0,64,1,1,asynchronous
n010_088.bnet,random_mc,29,48,16,0,0,64,1,1,asynchronous
n010_089.bnet,sd_mc,,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,null_mc,,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,ref,,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,0,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,1,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,2,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,3,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,4,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,5,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,6,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,7,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,8,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,9,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,10,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,11,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,12,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,13,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,14,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,15,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,16,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,17,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,18,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,19,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,20,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,21,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,22,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,23,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,24,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,25,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,26,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,27,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,28,944,80,0,0,1024,1,1,asynchronous
n010_089.bnet,random_mc,29,944,80,0,0,1024,1,1,asynchronous
n010_090.bnet,sd_mc,,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,null_mc,,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,ref,,1,127,0,0,128,1,1,asynchronous
n010_090.bnet,random_mc,0,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,1,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,2,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,3,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,4,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,5,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,6,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,7,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,8,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,9,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,10,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,11,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,12,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,13,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,14,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,15,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,16,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,17,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,18,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,19,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,20,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,21,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,22,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,23,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,24,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,25,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,26,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,27,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,28,1,0,127,0,128,1,1,asynchronous
n010_090.bnet,random_mc,29,1,0,127,0,128,1,1,asynchronous
n010_091.bnet,sd_mc,,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,null_mc,,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,ref,,2,1022,0,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,0,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,1,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,2,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,3,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,4,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,5,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,6,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,7,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,8,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,9,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,10,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,11,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,12,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,13,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,14,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,15,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,16,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,17,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,18,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,19,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,20,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,21,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,22,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,23,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,24,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,25,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,26,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,27,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,28,2,0,1022,0,1024,2,2,asynchronous
n010_091.bnet,random_mc,29,2,0,1022,0,1024,2,2,asynchronous
n010_092.bnet,sd_mc,,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,null_mc,,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,ref,,1,1023,0,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,0,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,1,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,2,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,3,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,4,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,5,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,6,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,7,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,8,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,9,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,10,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,11,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,12,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,13,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,14,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,15,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,16,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,17,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,18,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,19,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,20,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,21,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,22,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,23,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,24,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,25,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,26,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,27,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,28,1,0,1023,0,1024,1,1,asynchronous
n010_092.bnet,random_mc,29,1,0,1023,0,1024,1,1,asynchronous
n010_094.bnet,sd_mc,,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,null_mc,,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,ref,,3,1021,0,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,0,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,1,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,2,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,3,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,4,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,5,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,6,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,7,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,8,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,9,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,10,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,11,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,12,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,13,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,14,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,15,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,16,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,17,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,18,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,19,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,20,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,21,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,22,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,23,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,24,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,25,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,26,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,27,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,28,3,0,1021,0,1024,2,2,asynchronous
n010_094.bnet,random_mc,29,3,0,1021,0,1024,2,2,asynchronous
n010_095.bnet,sd_mc,,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,null_mc,,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,ref,,1,7,0,0,8,1,1,asynchronous
n010_095.bnet,random_mc,0,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,1,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,2,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,3,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,4,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,5,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,6,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,7,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,8,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,9,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,10,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,11,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,12,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,13,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,14,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,15,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,16,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,17,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,18,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,19,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,20,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,21,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,22,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,23,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,24,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,25,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,26,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,27,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,28,1,0,7,0,8,1,1,asynchronous
n010_095.bnet,random_mc,29,1,0,7,0,8,1,1,asynchronous
n010_096.bnet,sd_mc,,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,null_mc,,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,ref,,4,60,0,0,64,1,1,asynchronous
n010_096.bnet,random_mc,0,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,1,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,2,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,3,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,4,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,5,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,6,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,7,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,8,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,9,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,10,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,11,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,12,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,13,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,14,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,15,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,16,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,17,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,18,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,19,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,20,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,21,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,22,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,23,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,24,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,25,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,26,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,27,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,28,4,0,60,0,64,1,1,asynchronous
n010_096.bnet,random_mc,29,4,0,60,0,64,1,1,asynchronous
n010_097.bnet,sd_mc,,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,null_mc,,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,ref,,5,3,0,0,8,2,2,asynchronous
n010_097.bnet,random_mc,0,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,1,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,2,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,3,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,4,5,0,3,0,8,2,2,asynchronous
n010_097.bnet,random_mc,5,5,0,3,0,8,2,2,asynchronous
